ts,symbol,combo,event,direction,st_line,regime,bars_since_flip,rsi,adx14,low,rsi_ok,adx_level_ok,high
2025-12-08,SPY,B,pullback_gate_fail,LONG,,,6.0,58.04214616836141,16.182548806554266,,True,False,
2025-12-09,SPY,B,pullback_gate_fail,LONG,,,7.0,57.2902171676196,16.124023511049067,,True,False,
2025-12-10,SPY,B,pullback_gate_fail,LONG,,,8.0,61.09775483584576,16.555255809664537,,True,False,
2025-12-11,SPY,B,pullback_gate_fail,LONG,,,9.0,62.334844143635195,16.991622037686074,,True,False,
2025-12-12,SPY,B,pullback_gate_fail,LONG,,,10.0,53.67438550315296,16.742606950991078,,True,False,
2025-12-15,SPY,B,pullback_gate_fail,LONG,,,11.0,52.51449683581042,16.511378656202865,,True,False,
2025-12-16,SPY,B,pullback_gate_fail,LONG,,,12.0,50.50502166229264,15.440072368566733,,True,False,
2025-12-17,SPY,B,pullback_gate_fail,LONG,,,13.0,43.349842066622344,14.897427615896243,,False,False,
2025-12-18,SPY,B,pullback_gate_fail,LONG,,,14.0,48.70584363580141,14.330844366070217,,False,False,
2025-12-19,SPY,B,pullback_gate_fail,LONG,,,15.0,52.513891493072784,13.722703560827025,,True,False,
2025-12-22,SPY,B,window_expired,LONG,,,16.0,,,,,,
2026-01-20,SPY,B,flip_armed,SHORT,696.2269959785518,corrective,,,,,,,
2026-01-21,SPY,B,pullback_gate_fail,SHORT,,,1.0,49.06573819695772,12.343730249751527,,True,False,
2026-01-22,SPY,B,pullback_gate_fail,SHORT,,,2.0,52.570216885151446,11.994382135008662,,False,False,
2026-01-23,SPY,B,pullback_gate_fail,SHORT,,,3.0,52.80207572618963,11.669987457033145,,False,False,
2026-01-26,SPY,B,pullback_gate_fail,SHORT,,,4.0,56.21634362910323,10.872958114392883,,False,False,
2026-01-27,SPY,B,pullback_gate_fail,SHORT,,,5.0,58.72624547977399,10.537647091769008,,False,False,
2026-01-28,SPY,B,pullback_gate_fail,SHORT,,,6.0,58.54390791394641,10.443844451493575,,False,False,
2026-01-29,SPY,B,pullback_gate_fail,SHORT,,,7.0,56.61699432914803,10.591638948453651,,False,False,
2026-01-30,SPY,B,pullback_gate_fail,SHORT,,,8.0,53.723816639694476,10.728876695630865,,False,False,
2026-02-02,SPY,B,pullback_gate_fail,SHORT,,,9.0,57.59355330595565,10.341620692124813,,False,False,
2026-02-03,SPY,B,pullback_gate_fail,SHORT,,,10.0,50.10831428994692,10.787524524272564,,False,False,
2026-02-04,SPY,B,pullback_gate_fail,SHORT,,,11.0,46.46609001810972,11.503930259135817,,True,False,
2026-02-05,SPY,B,pullback_gate_fail,SHORT,,,12.0,38.61665676804426,12.884030294967413,,True,False,
2026-02-06,SPY,B,pullback_gate_fail,SHORT,,,13.0,52.00587248526067,12.626197213797322,,False,False,
2026-02-09,SPY,B,pullback_gate_fail,SHORT,,,14.0,54.637715439826856,11.854982167486945,,False,False,
2026-02-10,SPY,B,pullback_gate_fail,SHORT,,,15.0,52.83965419526685,11.039189956387565,,False,False,
2026-02-11,SPY,B,window_expired,SHORT,,,16.0,,,,,,
2023-08-25,TSLA,B,flip_armed,LONG,210.3036076619527,corrective,,,,,,,
2023-08-28,TSLA,B,no_pullback,LONG,215.66624689575744,,1.0,,,235.35,,,244.37
2023-08-29,TSLA,B,pullback_entry,LONG,220.9543722061817,,2.0,58.19372799734739,24.453447053668288,237.835,,,
2023-09-22,TSLA,B,flip_armed,SHORT,277.49495468516847,corrective,,,,,,,
2023-09-25,TSLA,B,no_pullback,SHORT,268.70645921665164,,1.0,,,238.51,,,247.08
2023-09-26,TSLA,B,pullback_gate_fail,SHORT,,,2.0,43.27345093016166,17.823489048841328,,True,False,
2023-09-27,TSLA,B,pullback_gate_fail,SHORT,,,3.0,41.29700662828274,17.930351126429755,,True,False,
2023-09-28,TSLA,B,pullback_gate_fail,SHORT,,,4.0,45.51124286942317,17.76172638322932,,True,False,
2023-09-29,TSLA,B,pullback_gate_fail,SHORT,,,5.0,48.21396660639495,16.781438919814185,,True,False,
2023-10-02,TSLA,B,pullback_gate_fail,SHORT,,,6.0,49.18513379452393,16.232396610971566,,True,False,
2023-10-03,TSLA,B,pullback_gate_fail,SHORT,,,7.0,45.866379931711066,15.72257160990342,,True,False,
2023-10-04,TSLA,B,pullback_gate_fail,SHORT,,,8.0,55.28732324552057,15.21515667005374,,False,False,
2023-10-05,TSLA,B,pullback_gate_fail,SHORT,,,9.0,54.58593137213586,14.897546316814582,,False,False,
2023-10-06,TSLA,B,pullback_gate_fail,SHORT,,,10.0,54.86002481559113,13.96751607109573,,False,False,
2023-10-09,TSLA,B,pullback_gate_fail,SHORT,,,11.0,54.18763714390635,13.103916557213939,,False,False,
2023-10-10,TSLA,B,pullback_gate_fail,SHORT,,,12.0,56.890447357356976,13.086321361202003,,False,False,
2023-10-11,TSLA,B,pullback_gate_fail,SHORT,,,13.0,56.23673364441678,13.069982964905206,,False,False,
2023-10-12,TSLA,B,pullback_gate_fail,SHORT,,,14.0,52.720070357580894,12.506950853641507,,False,False,
2023-10-13,TSLA,B,pullback_gate_fail,SHORT,,,15.0,46.50079220986482,11.986841894439355,,True,False,
2023-10-16,TSLA,B,window_expired,SHORT,,,16.0,,,,,,
2023-11-14,TSLA,B,flip_armed,LONG,206.90821081835765,corrective,,,,,,,
2023-11-15,TSLA,B,no_pullback,LONG,214.33788973652184,,1.0,,,236.635,,,246.66
2023-11-16,TSLA,B,pullback_entry,LONG,214.33788973652184,,2.0,53.55308470036631,22.236991892108755,230.97,,,
2024-01-03,TSLA,B,flip_armed,SHORT,262.61652346035686,trending,,,,,,,
2024-01-04,TSLA,B,pullback_gate_fail,SHORT,,,1.0,44.01904114540149,13.500966126419915,,True,False,
2024-01-05,TSLA,B,pullback_gate_fail,SHORT,,,2.0,43.67813976856594,14.09124536741709,,True,False,
2024-01-08,TSLA,B,pullback_gate_fail,SHORT,,,3.0,46.52840638842106,14.434779567617566,,True,False,
2024-01-09,TSLA,B,pullback_gate_fail,SHORT,,,4.0,42.195115950175214,15.131299141421396,,True,False,
2024-01-10,TSLA,B,pullback_gate_fail,SHORT,,,5.0,41.4521703620035,15.864852731060253,,True,False,
2024-01-11,TSLA,B,pullback_gate_fail,SHORT,,,6.0,36.76267944741991,17.18309992061936,,True,False,
2024-01-12,TSLA,B,pullback_gate_fail,SHORT,,,7.0,31.866058229802306,19.110472550836178,,True,False,
2024-01-16,TSLA,B,pullback_entry,SHORT,238.10749365292938,,8.0,33.16709608520763,21.256023662273225,212.21,,,
2024-02-28,TSLA,B,flip_armed,LONG,182.6253805801353,trending,,,,,,,
2024-02-29,TSLA,B,no_pullback,LONG,182.89909252212178,,1.0,,,198.5,,,205.26
2024-03-01,TSLA,B,no_pullback,LONG,182.8996832699096,,2.0,,,198.5,,,204.43
2024-03-04,TSLA,B,pullback_gate_fail,LONG,,,3.0,40.40042623137151,20.95715730189533,,False,True,
2024-03-05,TSLA,B,reflip_disarm,LONG,,,4.0,,,,,,
2024-03-05,TSLA,B,flip_armed,SHORT,202.2694065513732,trending,,,,,,,
2024-03-06,TSLA,B,no_pullback,SHORT,198.7119658962359,,1.0,,,173.715,,,181.53
2024-03-07,TSLA,B,no_pullback,SHORT,197.4180193066123,,2.0,,,173.75,,,180.0
2024-03-08,TSLA,B,pullback_entry,SHORT,197.4180193066123,,3.0,33.61342842126348,24.861176335452065,174.72,,,
2024-04-24,TSLA,B,flip_armed,LONG,141.13390675909577,corrective,,,,,,,
2024-04-25,TSLA,B,no_pullback,LONG,141.98651608318616,,1.0,,,158.38,,,170.75
2024-04-26,TSLA,B,no_pullback,LONG,147.47686447486754,,2.0,,,166.38,,,172.05
2024-04-29,TSLA,B,no_pullback,LONG,164.5006780273808,,3.0,,,184.585,,,198.86
2024-04-30,TSLA,B,no_pullback,LONG,164.5006780273808,,4.0,,,182.86,,,190.83
2024-05-01,TSLA,B,no_pullback,LONG,164.5006780273808,,5.0,,,179.11,,,185.805
2024-05-02,TSLA,B,pullback_entry,LONG,164.5006780273808,,6.0,55.997955785501254,20.536342680185864,176.05,,,
2024-07-24,TSLA,B,flip_armed,SHORT,257.04248335574937,corrective,,,,,,,
2024-07-25,TSLA,B,no_pullback,SHORT,256.74448502017447,,1.0,,,216.28,,,225.97
2024-07-26,TSLA,B,no_pullback,SHORT,252.552536518157,,2.0,,,215.44,,,222.18
2024-07-29,TSLA,B,pullback_gate_fail,SHORT,,,3.0,52.603898530209385,29.753775514795503,,False,True,
2024-07-30,TSLA,B,pullback_entry,SHORT,252.552536518157,,4.0,48.21565768729206,27.914300480163345,220.12,,,
2024-09-05,TSLA,B,flip_armed,LONG,201.9789939730855,corrective,,,,,,,
2024-09-06,TSLA,B,pullback_gate_fail,LONG,,,1.0,47.88177614908987,16.03019638225319,,False,False,
2024-09-09,TSLA,B,pullback_gate_fail,LONG,,,2.0,50.77816383363702,15.035117466790947,,True,False,
2024-09-10,TSLA,B,no_pullback,LONG,201.9789939730855,,3.0,,,218.72,,,226.4
2024-09-11,TSLA,B,pullback_gate_fail,LONG,,,4.0,56.1573957356507,14.164945482005027,,True,False,
2024-09-12,TSLA,B,no_pullback,LONG,201.9789939730855,,5.0,,,224.06,,,231.435
2024-09-13,TSLA,B,no_pullback,LONG,202.99068060855052,,6.0,,,226.42,,,232.62
2024-09-16,TSLA,B,no_pullback,LONG,202.99068060855052,,7.0,,,223.63,,,229.93
2024-09-17,TSLA,B,no_pullback,LONG,205.60375129292592,,8.0,,,226.6,,,234.51
2024-09-18,TSLA,B,no_pullback,LONG,206.64762616363333,,9.0,,,226.93,,,235.625
2024-09-19,TSLA,B,no_pullback,LONG,211.82311354727,,10.0,,,232.3,,,244.24
2024-09-20,TSLA,B,no_pullback,LONG,214.130302192543,,11.0,,,235.93,,,243.94
2024-09-23,TSLA,B,no_pullback,LONG,219.84827197328872,,12.0,,,241.98,,,250.0
2024-09-24,TSLA,B,no_pullback,LONG,227.71494477595985,,13.0,,,249.3,,,257.07
2024-09-25,TSLA,B,no_pullback,LONG,230.56945029836385,,14.0,,,252.32,,,257.01
2024-09-26,TSLA,B,no_pullback,LONG,232.39400526852748,,15.0,,,251.59,,,261.55
2024-09-27,TSLA,B,window_expired,LONG,,,16.0,,,,,,
2024-10-11,TSLA,B,flip_armed,SHORT,247.09260559217333,corrective,,,,,,,
2024-10-14,TSLA,B,no_pullback,SHORT,245.220595032956,,1.0,,,213.755,,,221.875
2024-10-15,TSLA,B,no_pullback,SHORT,245.220595032956,,2.0,,,217.2,,,224.26
2024-10-16,TSLA,B,no_pullback,SHORT,245.220595032956,,3.0,,,219.02,,,222.79
2024-10-17,TSLA,B,no_pullback,SHORT,243.29407877902491,,4.0,,,217.94,,,222.07
2024-10-18,TSLA,B,no_pullback,SHORT,242.47267090112243,,5.0,,,219.24,,,222.27
2024-10-21,TSLA,B,pullback_entry,SHORT,238.8834038110102,,6.0,39.74862062692344,24.011873759662812,215.74,,,
2024-12-20,TSLA,B,flip_armed,SHORT,495.8695461278986,corrective,,,,,,,
2024-12-23,TSLA,B,no_pullback,SHORT,485.78959151510867,,1.0,,,417.0,,,432.64
2024-12-24,TSLA,B,pullback_gate_fail,SHORT,,,2.0,68.92154671169268,51.51902166543319,,False,True,
2024-12-26,TSLA,B,pullback_gate_fail,SHORT,,,3.0,65.28652972254413,51.47120052143654,,False,True,
2024-12-27,TSLA,B,pullback_gate_fail,SHORT,,,4.0,58.43205647554813,49.871936361748034,,False,True,
2024-12-30,TSLA,B,no_pullback,SHORT,481.80573899306285,,5.0,,,415.76,,,427.0
2024-12-31,TSLA,B,no_pullback,SHORT,475.80941509375657,,6.0,,,402.68,,,427.675
2025-01-02,TSLA,B,no_pullback,SHORT,445.0137235843809,,7.0,,,373.2,,,392.42
2025-01-03,TSLA,B,pullback_gate_fail,SHORT,,,8.0,52.546777886110014,39.70278353644522,,False,True,
2025-01-06,TSLA,B,pullback_gate_fail,SHORT,,,9.0,52.71532175212465,37.70061921647783,,False,True,
2025-01-07,TSLA,B,pullback_entry,SHORT,445.0137235843809,,10.0,48.73606447281192,35.351075536152265,390.02,,,
2025-03-24,TSLA,B,flip_armed,LONG,220.783778736998,corrective,,,,,,,
2025-03-25,TSLA,B,no_pullback,LONG,233.53590086329814,,1.0,,,271.35,,,288.2
2025-03-26,TSLA,B,no_pullback,LONG,233.53590086329814,,2.0,,,266.71,,,284.52
2025-03-27,TSLA,B,no_pullback,LONG,234.62420469927153,,3.0,,,271.88,,,291.81
2025-03-28,TSLA,B,no_pullback,LONG,234.62420469927153,,4.0,,,260.63,,,276.01
2025-03-31,TSLA,B,pullback_gate_fail,LONG,,,5.0,43.026516316666964,27.615772122179497,,False,True,
2025-04-01,TSLA,B,no_pullback,LONG,234.62420469927153,,6.0,,,259.28,,,277.44
2025-04-02,TSLA,B,pullback_entry,LONG,234.62420469927153,,7.0,51.36873742678219,24.670272014567168,251.36,,,
2025-04-07,TSLA,B,flip_armed,SHORT,290.601602902873,corrective,,,,,,,
2025-04-08,TSLA,B,no_pullback,SHORT,290.601602902873,,1.0,,,217.8,,,250.4
2025-04-09,TSLA,B,pullback_gate_fail,SHORT,,,2.0,50.85498916222481,24.03528798043995,,False,True,
2025-04-10,TSLA,B,no_pullback,SHORT,290.601602902873,,3.0,,,239.53,,,262.39
2025-04-11,TSLA,B,no_pullback,SHORT,290.601602902873,,4.0,,,241.48,,,257.67
2025-04-14,TSLA,B,no_pullback,SHORT,290.601602902873,,5.0,,,246.02,,,261.73
2025-04-15,TSLA,B,no_pullback,SHORT,290.601602902873,,6.0,,,247.59,,,258.74
2025-04-16,TSLA,B,no_pullback,SHORT,290.601602902873,,7.0,,,233.91,,,251.91
2025-04-17,TSLA,B,no_pullback,SHORT,290.601602902873,,8.0,,,237.775,,,244.29
2025-04-21,TSLA,B,no_pullback,SHORT,281.0034395852399,,9.0,,,222.81,,,232.005
2025-04-22,TSLA,B,no_pullback,SHORT,281.0034395852399,,10.0,,,229.96,,,242.74
2025-04-23,TSLA,B,pullback_entry,SHORT,281.0034395852399,,11.0,47.895663368039386,20.056421245257702,244.45,,,
2025-06-05,TSLA,B,flip_armed,SHORT,348.12006574416137,corrective,,,,,,,
2025-06-06,TSLA,B,no_pullback,SHORT,347.78780916974523,,1.0,,,291.23,,,305.435
2025-06-09,TSLA,B,no_pullback,SHORT,347.3272782527708,,2.0,,,281.9,,,309.79
2025-06-10,TSLA,B,pullback_gate_fail,SHORT,,,3.0,52.33354722380486,28.662945258783097,,False,True,
2025-06-11,TSLA,B,pullback_gate_fail,SHORT,,,4.0,52.487554191937726,27.357456326129086,,False,True,
2025-06-12,TSLA,B,pullback_entry,SHORT,347.3272782527708,,5.0,49.87568074214861,26.391437444048105,316.88,,,
2025-07-01,TSLA,B,flip_armed,SHORT,342.241837636568,corrective,,,,,,,
2025-07-02,TSLA,B,pullback_entry,SHORT,342.241837636568,,1.0,47.694453591514915,20.082049311088497,303.87,,,
2025-08-11,TSLA,B,flip_armed,LONG,308.9623061074702,trending,,,,,,,
2025-08-12,TSLA,B,pullback_gate_fail,LONG,,,1.0,60.90716044132935,12.296309504024729,,True,False,
2025-08-13,TSLA,B,no_pullback,LONG,312.6422929470509,,2.0,,,338.275,,,348.9
2025-08-14,TSLA,B,pullback_gate_fail,LONG,,,3.0,57.51153295517607,12.874476681716738,,True,False,
2025-08-15,TSLA,B,pullback_gate_fail,LONG,,,4.0,54.22918210920065,12.487391044555098,,True,False,
2025-08-18,TSLA,B,pullback_gate_fail,LONG,,,5.0,56.590815662236594,12.127954381476433,,True,False,
2025-08-19,TSLA,B,pullback_gate_fail,LONG,,,6.0,52.803434765228104,12.130006789843772,,True,False,
2025-08-20,TSLA,B,pullback_gate_fail,LONG,,,7.0,49.46100635215827,11.570187319808685,,False,False,
2025-08-21,TSLA,B,pullback_gate_fail,LONG,,,8.0,47.18391674016519,11.050354954776104,,False,False,
2025-08-22,TSLA,B,pullback_gate_fail,LONG,,,9.0,58.0113264798442,11.18596059883647,,True,False,
2025-08-25,TSLA,B,pullback_gate_fail,LONG,,,10.0,60.873332389370354,11.911630797671346,,True,False,
2025-08-26,TSLA,B,no_pullback,LONG,317.3790226372152,,11.0,,,343.73,,,351.84
2025-08-27,TSLA,B,pullback_gate_fail,LONG,,,12.0,61.42105903189023,13.69635107733758,,True,False,
2025-08-28,TSLA,B,pullback_gate_fail,LONG,,,13.0,58.9169372183362,13.707337936294078,,True,False,
2025-08-29,TSLA,B,pullback_gate_fail,LONG,,,14.0,51.31803091946907,12.974454202605852,,True,False,
2025-09-02,TSLA,B,pullback_gate_fail,LONG,,,15.0,48.7586653135519,12.26426960663393,,False,False,
2025-09-03,TSLA,B,window_expired,LONG,,,16.0,,,,,,
2025-11-13,TSLA,B,flip_armed,SHORT,464.1716845806509,corrective,,,,,,,
2025-11-14,TSLA,B,no_pullback,SHORT,453.1867661225858,,1.0,,,382.83,,,412.17
2025-11-17,TSLA,B,pullback_gate_fail,SHORT,,,2.0,42.712077324740164,15.54433570989266,,True,False,
2025-11-18,TSLA,B,no_pullback,SHORT,453.1867661225858,,3.0,,,393.84,,,408.8
2025-11-19,TSLA,B,no_pullback,SHORT,453.1867661225858,,4.0,,,398.63,,,411.67
2025-11-20,TSLA,B,pullback_gate_fail,SHORT,,,5.0,39.39445092732788,16.2649821742088,,True,False,
2025-11-21,TSLA,B,no_pullback,SHORT,448.08563052772575,,6.0,,,383.825,,,402.72
2025-11-24,TSLA,B,pullback_gate_fail,SHORT,,,7.0,48.27246814268139,15.045048328388239,,True,False,
2025-11-25,TSLA,B,pullback_gate_fail,SHORT,,,8.0,48.85512635889872,13.970934930919528,,True,False,
2025-11-26,TSLA,B,pullback_gate_fail,SHORT,,,9.0,51.25093053788093,13.329302961283316,,False,False,
2025-11-28,TSLA,B,pullback_gate_fail,SHORT,,,10.0,52.47833012919775,13.05185272341927,,False,False,
2025-12-01,TSLA,B,pullback_gate_fail,SHORT,,,11.0,52.5350572376251,12.731631849783705,,False,False,
2025-12-02,TSLA,B,pullback_gate_fail,SHORT,,,12.0,52.01681938288159,12.218301234272515,,False,False,
2025-12-03,TSLA,B,pullback_gate_fail,SHORT,,,13.0,58.35353258929719,12.39340929341634,,False,False,
2025-12-04,TSLA,B,reflip_disarm,SHORT,,,14.0,,,,,,
2025-12-04,TSLA,B,flip_armed,LONG,407.3253216263641,corrective,,,,,,,
2025-12-05,TSLA,B,no_pullback,LONG,415.00278946372765,,1.0,,,451.665,,,458.78
2025-12-08,TSLA,B,pullback_gate_fail,LONG,,,2.0,53.71536797333956,13.060871139987984,,True,False,
2025-12-09,TSLA,B,pullback_gate_fail,LONG,,,3.0,55.768354768843494,12.704393435211871,,True,False,
2025-12-10,TSLA,B,pullback_gate_fail,LONG,,,4.0,58.0017920266029,12.644384295604372,,True,False,
2025-12-11,TSLA,B,pullback_gate_fail,LONG,,,5.0,55.801378685074305,12.336889564721474,,True,False,
2025-12-12,TSLA,B,pullback_gate_fail,LONG,,,6.0,60.203024687269654,12.86518424064531,,True,False,
2025-12-15,TSLA,B,no_pullback,LONG,432.7174968128929,,7.0,,,467.77,,,481.73
2025-12-16,TSLA,B,pullback_gate_fail,LONG,,,8.0,68.86046871590969,15.892400128948156,,True,False,
2025-12-17,TSLA,B,pullback_gate_fail,LONG,,,9.0,58.382332720654674,17.572983789206276,,True,False,
2025-12-18,TSLA,B,no_pullback,LONG,434.49449713160357,,10.0,,,473.23,,,490.86
2025-12-19,TSLA,B,no_pullback,LONG,435.431233408939,,11.0,,,474.98,,,490.49
2025-12-22,TSLA,B,no_pullback,LONG,445.0891100680451,,12.0,,,485.39,,,498.8
2025-12-23,TSLA,B,no_pullback,LONG,445.0891100680451,,13.0,,,482.88,,,491.705
2025-12-24,TSLA,B,pullback_entry,LONG,445.0891100680451,,14.0,62.23933280577029,24.18073416047043,476.855,,,
2026-01-02,TSLA,B,flip_armed,SHORT,487.09996465494527,corrective,,,,,,,
2026-01-05,TSLA,B,pullback_gate_fail,SHORT,,,1.0,48.31272422265166,19.690257516590464,,True,False,
2026-01-06,TSLA,B,pullback_entry,SHORT,481.12692137050567,,2.0,41.95749244124421,20.267437956366106,428.8,,,
2023-08-23,XLK,B,flip_armed,LONG,81.54511840044336,corrective,,,,,,,
2023-08-24,XLK,B,pullback_gate_fail,LONG,,,1.0,43.43348961298866,21.820389272298293,,False,True,
2023-08-25,XLK,B,pullback_gate_fail,LONG,,,2.0,47.497686683559174,20.793701186608022,,False,True,
2023-08-28,XLK,B,pullback_entry,LONG,81.54511840044336,,3.0,50.45968661541895,20.138528854581732,84.43,,,
2023-10-06,XLK,B,flip_armed,LONG,79.46386317387785,corrective,,,,,,,
2023-10-09,XLK,B,pullback_gate_fail,LONG,,,1.0,54.49583513929033,19.3459523440679,,True,False,
2023-10-10,XLK,B,pullback_gate_fail,LONG,,,2.0,54.99793679284032,18.89704758879796,,True,False,
2023-10-11,XLK,B,pullback_gate_fail,LONG,,,3.0,58.53648944656131,18.590712791268665,,True,False,
2023-10-12,XLK,B,pullback_gate_fail,LONG,,,4.0,58.84528318598459,18.98187336828774,,True,False,
2023-10-13,XLK,B,pullback_gate_fail,LONG,,,5.0,51.680527744717445,18.419224811559516,,True,False,
2023-10-16,XLK,B,pullback_gate_fail,LONG,,,6.0,55.49087999389609,17.89676543745474,,True,False,
2023-10-17,XLK,B,pullback_gate_fail,LONG,,,7.0,53.31308041690009,16.784566957825067,,True,False,
2023-10-18,XLK,B,pullback_gate_fail,LONG,,,8.0,48.41302495866752,15.751811226740369,,False,False,
2023-10-19,XLK,B,pullback_gate_fail,LONG,,,9.0,46.249861196179936,15.05383894079817,,False,False,
2023-10-20,XLK,B,reflip_disarm,LONG,,,10.0,,,,,,
2023-10-20,XLK,B,flip_armed,SHORT,86.20005327916245,corrective,,,,,,,
2023-10-23,XLK,B,pullback_gate_fail,SHORT,,,1.0,40.648927427201805,16.469246547116164,,True,False,
2023-10-24,XLK,B,pullback_gate_fail,SHORT,,,2.0,43.935503732023264,17.377334113555982,,True,False,
2023-10-25,XLK,B,pullback_gate_fail,SHORT,,,3.0,39.77351513988802,17.76912707034382,,True,False,
2023-10-26,XLK,B,pullback_gate_fail,SHORT,,,4.0,33.740597649999984,19.163801148589798,,True,False,
2023-10-27,XLK,B,pullback_entry,SHORT,84.56005996081262,,5.0,36.78158978602197,20.458855649818208,80.21,,,
2023-11-02,XLK,B,flip_armed,LONG,80.97357065971084,trending,,,,,,,
2023-11-03,XLK,B,pullback_gate_fail,LONG,,,1.0,61.67351183352812,19.79064503541861,,True,False,
2023-11-06,XLK,B,pullback_entry,LONG,82.61604223436578,,2.0,63.52075460321996,20.12883796824469,85.73,,,
2024-01-02,XLK,B,flip_armed,SHORT,96.96732715678822,trending,,,,,,,
2024-01-03,XLK,B,pullback_entry,SHORT,95.8800944411094,,1.0,43.73449051644092,41.71645139454245,92.62,,,
2024-01-10,XLK,B,flip_armed,LONG,91.8380308834693,trending,,,,,,,
2024-01-11,XLK,B,pullback_entry,LONG,92.12872779512239,,1.0,59.977247782278525,31.217218912715218,94.48,,,
2024-02-09,XLK,B,flip_armed,LONG,100.06374566634307,trending,,,,,,,
2024-02-12,XLK,B,pullback_entry,LONG,100.24037109970877,,1.0,65.31997759591474,33.97498576669859,103.0,,,
2024-02-22,XLK,B,flip_armed,LONG,98.36091078284029,trending,,,,,,,
2024-02-23,XLK,B,pullback_entry,LONG,98.91681970455626,,1.0,58.11590825352992,25.239322314376977,102.33,,,
2024-04-15,XLK,B,flip_armed,SHORT,106.2432543798814,corrective,,,,,,,
2024-04-16,XLK,B,pullback_gate_fail,SHORT,,,1.0,41.152333877574584,11.258276676969906,,True,False,
2024-04-17,XLK,B,pullback_gate_fail,SHORT,,,2.0,36.75153462965521,11.92354359845782,,True,False,
2024-04-18,XLK,B,pullback_gate_fail,SHORT,,,3.0,33.79273700079246,13.156124756756562,,True,False,
2024-04-19,XLK,B,pullback_gate_fail,SHORT,,,4.0,29.187520424158464,15.203728804574165,,True,False,
2024-04-22,XLK,B,pullback_gate_fail,SHORT,,,5.0,33.35186319056653,17.1050754204048,,True,False,
2024-04-23,XLK,B,pullback_gate_fail,SHORT,,,6.0,39.33797220070251,17.952308253280133,,True,False,
2024-04-24,XLK,B,pullback_gate_fail,SHORT,,,7.0,41.57321325451287,17.941301337082695,,True,False,
2024-04-25,XLK,B,pullback_gate_fail,SHORT,,,8.0,40.92967576142075,18.490271369226463,,True,False,
2024-04-26,XLK,B,pullback_gate_fail,SHORT,,,9.0,45.91045157956754,17.883229120837026,,True,False,
2024-04-29,XLK,B,pullback_gate_fail,SHORT,,,10.0,47.51285510112103,17.306240218423092,,True,False,
2024-04-30,XLK,B,pullback_gate_fail,SHORT,,,11.0,40.29407353102806,17.64403019817171,,True,False,
2024-05-01,XLK,B,pullback_gate_fail,SHORT,,,12.0,37.44082915030531,18.401506337626845,,True,False,
2024-05-02,XLK,B,pullback_gate_fail,SHORT,,,13.0,43.40660793643501,19.10487703854947,,True,False,
2024-05-03,XLK,B,reflip_disarm,SHORT,,,14.0,,,,,,
2024-05-03,XLK,B,flip_armed,LONG,96.80470517596568,corrective,,,,,,,
2024-05-06,XLK,B,pullback_gate_fail,LONG,,,1.0,56.102340050600965,16.90119838218554,,True,False,
2024-05-07,XLK,B,pullback_gate_fail,LONG,,,2.0,55.05619729224727,16.22310151694493,,True,False,
2024-05-08,XLK,B,pullback_gate_fail,LONG,,,3.0,55.94096575431756,15.374212541665067,,True,False,
2024-05-09,XLK,B,pullback_gate_fail,LONG,,,4.0,55.77786035206061,14.585958493190908,,True,False,
2024-05-10,XLK,B,pullback_gate_fail,LONG,,,5.0,57.09148465047234,14.376809384135951,,True,False,
2024-05-13,XLK,B,pullback_gate_fail,LONG,,,6.0,58.71690244864047,14.307186367376412,,True,False,
2024-05-14,XLK,B,pullback_gate_fail,LONG,,,7.0,61.92086368408984,14.650187326344755,,True,False,
2024-05-15,XLK,B,pullback_gate_fail,LONG,,,8.0,68.02215897110939,15.994387203951442,,True,False,
2024-05-16,XLK,B,pullback_gate_fail,LONG,,,9.0,66.20250780153899,17.381615534586974,,True,False,
2024-05-17,XLK,B,pullback_gate_fail,LONG,,,10.0,65.0060388026566,18.012360793759136,,True,False,
2024-05-20,XLK,B,pullback_gate_fail,LONG,,,11.0,68.3050173148911,18.99851836247592,,True,False,
2024-05-21,XLK,B,pullback_gate_fail,LONG,,,12.0,68.79440387375209,19.983308643512842,,True,False,
2024-05-22,XLK,B,pullback_entry,LONG,104.34636163915224,,13.0,69.4363651689595,21.1039161681739,106.96,,,
2024-06-24,XLK,B,flip_armed,SHORT,116.374804714256,trending,,,,,,,
2024-06-25,XLK,B,pullback_gate_fail,SHORT,,,1.0,62.47815241874294,29.830234123134584,,False,True,
2024-06-26,XLK,B,pullback_gate_fail,SHORT,,,2.0,62.21864327039445,28.94691594699181,,False,True,
2024-06-27,XLK,B,pullback_gate_fail,SHORT,,,3.0,62.21864327039445,28.151740977097315,,False,True,
2024-06-28,XLK,B,pullback_gate_fail,SHORT,,,4.0,61.67396858539997,28.04179155275662,,False,True,
2024-07-01,XLK,B,pullback_gate_fail,SHORT,,,5.0,64.61562481173294,27.017677885530453,,False,True,
2024-07-02,XLK,B,pullback_gate_fail,SHORT,,,6.0,66.03387578216261,26.259826381245066,,False,True,
2024-07-03,XLK,B,pullback_gate_fail,SHORT,,,7.0,70.11446513836516,26.29067073544393,,False,True,
2024-07-05,XLK,B,reflip_disarm,SHORT,,,8.0,,,,,,
2024-07-05,XLK,B,flip_armed,LONG,112.22454917290938,trending,,,,,,,
